index,Job Title,Job Description,Rating,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue,SalaryEstimate,City,State,Headquarter State,Min Salary,Max Salary,Avg Salary,company_age,Job Type,Python,Spark,Big Data,Excel
180,Research Scientist - Patient-Centered Research (Remote),"*This position can be in either of our Evidera offices (Seattle, Bethesda, Waltham, London) or can be based remotely Position Summary The Research Scientist is the independent PI of projects responsible for overseeing all aspects of project delivery; delegates project management tasks to more junior scientific staff. Takes scientific responsibility for project completion; responsible for strategic consultation and for use of best methods to address research needs. Able to oversee and participate in a large project portfolio. Innovates scientifically and produces output of high scientific quality. Assumes significant responsibilities for sales targets and client development. Job Responsibilities  Science Applies in-depth knowledge of scientific methods, both quantitative and/or qualitative. Presents scientific work in peer-reviewed journals and at professional meetings. Provides scientific leadership to team members. Produces deliverables of high scientific quality. Advises and implements best methods and scientific innovation in project plans and design. Highly productive in terms of number and volume of scientific projects responsible for, involved with, and consulting on. Knowledge of regulatory requirements and guidelines. Scientific contributions may include: Development and delivery of scientific studies and results directly to clients. Assisting colleagues to optimize study design and implementation when scientist has specific areas of expertise. Non-project related publications, presentations, workshops, advisory boards, participation in FDA meetings, etc. Strategy/Consulting Develops and maintains client relationships. Understands pharmaceutical industry/FDA structure. Identifies scientific methods/plans that help clients meet their goals as well as those that will not help clients meet their goals. Provides scientifically rigorous deliverables that best help clients meet their objectives. Helps clients prepare for regulatory meetings and attend regulatory meetings with clients as requested. Financial & Business Development Brings in proposal leads. Writes proposals and managing proposal writing process. Closes sales. Meets annual target utilization rate of 70%, unless otherwise specified. Project Management Manages internal timelines to ensure that deliverables meet external client timelines. Manages internal budget/staff hours per project not to exceed contracted budget. Manages scope creep or out of scope work. Manages legal/contracting issues. PCR Operations Support Supervises mid- level scientific staff. Develops and presents internal scientific trainings. Participates in staff recruitment efforts (phone screening, interviewing, attending presentations, etc.). Conforms to SOPs and other Evidera/PPD requirements. Actively supports new product development and scientific innovation. Education and Experience Requirements Doctorate in a life sciences or social sciences discipline (psychology, epidemiology, health services, public health, etc�) and more than one year experience in relevant field; Previous consulting experience is preferred Master�s degree in a life sciences or social sciences discipline (psychology, epidemiology, health services, public health, etc�) and more than 5 years� experience in relevant field; Previous consulting experience is preferred Computer programming or software skills required for position MS Word, PPT, Excel; familiarity with SAS or similar data analysis software. Specific skills or knowledge required for position Deep understanding of health outcomes research principles and familiarity with key aspects of the literature (historical and current); advanced level understanding of relevant methodology and statistics; extensive knowledge of practical research implementation; excellent communication skills including professional presentations; ability to critically review literature and contribute successfully to peer-reviewed literature in health outcomes.  About Evidera: Evidera is a business within in Pharmaceutical Product Development, LLC (PPD) a leading global contract research organization (CRO), and a is a preeminent provider of evidence-based solutions. We provide integrated scientific expertise and global operational capabilities to help clients generate the evidence needed to optimize the market access and commercial potential of products.  Perks: We offer a competitive salary and benefits package, with clear opportunities for growth and career progression. You will have the opportunity to work on multiple projects with some of the industry�s leading researchers. Our offices boast a fun and collaborative working environment, frequent social events and a robust support system. We are committed to providing training and professional development, with ample opportunity to advance, for all our staff. Evidera�s Core Competencies: Customer Focus Initiative Teamwork Problem Solving/Judgment Accountability If you resonate with our core competencies and want to contribute to research and consulting services driven by world-class science and thought leadership, then please submit your application � we�d love to hear from you. Evidera, Inc. provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, genetics, sexual orientation, gender preference,disability, or status as a qualified individual with a disability or protected veteran.",38,Evidera 3.8,501 - 1000 ,2013,Business,Biotech and Pharmaceuticals,Biotech and Pharmaceuticals,100 to 500 million ,56-97 ,Bethesda, MD, MD,56000,97000,76500,11,NA,0,0,0,1
145,Research Scientist Patient Preferences (Remote),"*We would ideally like this position to be based in Bethesda, MD or London, UK; however, remote opportunities are available based on experience. Position Summary As a Research Scientist, you will be an independent PI, with scientific and strategic responsibility for preference and/or multi-criteria decision analysis studies (MCDA) projects; delegating project management tasks to more junior scientific staff. You will oversee and participate in a large project portfolio, innovate scientifically, produces output of high scientific quality, and assume significant responsibilities for sales targets and client development. You would be joining a fast growing, successful team, operating at the cutting edge of the science of incorporating stakeholder preferences into health care decision making. We have developed an innovative, collaborative culture, aimed at developing and sharing good practice in preference research, both internally and externally. We are looking for someone who will thrive as a leading member of this team, shaping our science, and with the relationships and reputation to boost our sales. Key Skills and Attributes Deep and demonstrated understanding of preference elicitation techniques, such as discrete choice experiments (DCE), best-worst scaling (BWS), or swing weighting. Knowledge of relevant regulatory requirements and guidelines. Understanding of the pharmaceutical industry. Strong analytical and problem-solving skills Ability to direct large portfolio of projects in terms of dollar volume and number of projects. Able to provide oversight, management, and mentoring to more junior staff. Excellent ability to develop and maintain client relationships. Excellent written and oral communication skills: scientific, professional, and consulting. Ability to develop positive, collegial, and productive relationships with colleagues and clients. Excellent time management and logistic skills to be highly effective in fast-paced, deadline-driven work environment. Job Responsibilities Science Leads studies of high scientific quality, presenting scientific work in peer-reviewed journals and at professional meetings Provides scientific leadership to team members, and contributes to the development of the way that preference methods are delivered by the team. Strategy/Consulting Develops and maintains client relationships. Identifies scientific methods/plans that help clients meet their goals. Helps clients prepare for regulatory meetings and attend regulatory meetings with clients as requested. Financial & Business Development Brings in proposal leads. Writes proposals and managing proposal writing process. Closes sales. Project Management Responsible for ensuring client timelines are met. Responsible for ensuring project does not to exceed contracted budget. PCR Operations Support Supervises mid- level scientific staff. Develops and presents internal scientific trainings. Participates in staff recruitment efforts (phone screening, interviewing, attending presentations, etc.). Conforms to SOPs and other requirements. Actively supports new product development and scientific innovation. Education Level/Years of Experience Doctorate in scientific discipline and more than one year experience in relevant field; or Master�s degree in scientific discipline and more than 5 years� experience in relevant field Computer programming or software skills required for position MS Word, PPT, Excel; familiarity with SAS or similar data analysis software  About Evidera: Evidera is a business within in Pharmaceutical Product Development, LLC (PPD) a leading global contract research organization (CRO), and a is a preeminent provider of evidence-based solutions. We provide integrated scientific expertise and global operational capabilities to help clients generate the evidence needed to optimize the market access and commercial potential of products.  Perks: We offer a competitive salary and benefits package, with clear opportunities for growth and career progression. You will have the opportunity to work on multiple projects with some of the industry�s leading researchers. Our offices boast a fun and collaborative working environment, frequent social events and a robust support system. We are committed to providing training and professional development, with ample opportunity to advance, for all our staff. Evidera�s Core Competencies: Customer Focus Initiative Teamwork Problem Solving/Judgment Accountability If you resonate with our core competencies and want to contribute to research and consulting services driven by world-class science and thought leadership, then please submit your application � we�d love to hear from you. Evidera, Inc. provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, genetics, sexual orientation, gender preference,disability, or status as a qualified individual with a disability or protected veteran.",38,Evidera 3.8,501 - 1000 ,2013,Business,Biotech and Pharmaceuticals,Biotech and Pharmaceuticals,100 to 500 million ,90-109 ,Bethesda, MD, MD,90000,109000,99500,11,NA,0,0,0,1
161,Say Business Data Analyst,"A company built to serve you. It's your career, Shelter it!  The job, in a nutshell:  The Data Analyst is a key contributor to our business team, analyzing data for all channels employed by our direct-to-consumer auto insurance brand � Say Insurance�. This role is centered on collecting, evaluating, and reporting on data that will help us make decisions leading to profitable growth through targeted acquisition and retention.  We're looking for someone with a rare combined talent who can interpret sophisticated data and create compelling insights that are visually appealing. The analyst will be expected to dive into brand data and use business intelligence skills to translate analysis into business decisions and customer experience improvements. In-depth examination skills along with big picture thinking and incredible attention to detail are a must. Self-direction and strong collaboration skills are integral to success in this position.  Sound like you? Please consider joining our unique team.  This role is set to join our Say Insurance team, working to compete in the direct-channel space with a new insurance brand. We're a small, agile and cross-functional team � so we need dynamic self-starters to hit the ground running and work well in a fluid, collaborative setting. We're customer-obsessed. We're data junkies. We test and optimize. And we like things that way.  Your day looks something like this: � Use business intelligence to transform data into valuable reports that guide business direction. � Explore, analyze and communicate trends in data. � Work with business stakeholders to identify and document business goals, reporting requirements and key performance indicators (KPIs). � Provide analysis to support the business team in meeting operational and strategic goals through data collection, data management and data analysis assignments. � Design and customize user-friendly dashboards in AWS Quicksite that track key program metrics related to a new direct-to-consumer auto insurance brand. � Develop automated report templates utilizing data from multiple sources while conducting data and dashboard quality assurance throughout the life of the design. � Assess data from web analytics (Google Analytics), voice-of-customer tools, and other data gathering inputs. � � Develop findings and conclusions from this data assessment and provide conclusions and recommendations to Say Insurance leadership. � Review industry data tools such as SNL Financial. � Manage the design and construction of high-quality analytics, queries, and document procedures for deploying reports to internal and external customers � Collaborate with developers and other analysts to create data solutions and insights.  We're looking for someone with: � A thirst for innovation and learning. � Knowledge of current statistical (A/B, multivariate) testing methods and research design. � Experience or competence querying databases with SQL. � Experience using tools such as Excel, Amazon Web Services (QuickSight, S3, Athena), GoodData, Tableau, Google � Analytics, BigQuery and/or other data gathering and reporting tools. � Strong quantitative and analytical skills with the ability to interpret and apply results to resolve business issues. � Experience with database analysis, business processes and systems (BI reporting tools). � Ability to communicate findings, debrief, and make recommendations. � Ability to thrive in a detail-oriented and results-driven environment. � Ability to handle multiple projects concurrently. � Experience working in a fast-paced production setting � with a track record of effectively prioritizing a heavy workload and meeting deadlines with accuracy and minimum supervision. � Superior collaboration skills and a desire to work on a cross-functional, agile team. � A positive attitude and self-starting nature, excited to contribute to a rapidly changing start-up environment. � Ability to work on scheduled and ad hoc projects.  Bonus if you have: � Experience with machine learning, artificial intelligence or predictive analytics. � Background in a statistical programming language (Python, R). � Strong grasp of statistical methods common for business applications.  Requires the ability to perform the essential functions of the position with or without a reasonable accommodation.  Minimum Starting Salary: $43,735 - $63,677  #CB#  If interested, please apply by:  07/05/2020",41,Shelter Insurance 4.1,1001 - 5000 ,1946,Private Company,Insurance Carriers,Insurance,1 to 2 billion ,101-165 ,Columbia, MO, MO,101000,165000,133000,78,NA,1,0,0,1
147,Scientist - Biomarker and Flow Cytometry,"Crown Bioscience, a JSR Life Sciences company, is seeking a highly motivated and skilled PhD level scientist with strong immunology, molecular biology, cancer biology, biomarker, immunohistochemistry, histopathology and related fields experience. This position is a hands-on scientific position, involving study (experimental) design, performance, data analysis, and reporting, with particular emphasis in flow related studies. Must have a broad expertise and hands-on experience in Tumor immunology and related technology platforms. As part of Global Biomarker Team (BDT), will directly report to the head of global immunophenotyping, including all issues related to the division�s business functions and science/technology affairs.  We are located in beautiful state-of-the-art Rancho Bernardo location and offer full benefits including medical, dental, vision, life, LTD, paid holidays, a 401(k) retirement savings program with company match, free gym access, paid sick and paid vacation. Our employees also enjoy free catered lunch every day. PRIMARY RESPONSIBILITIES Will function as a local SD (study director) to be primarily responsible for local immunophenotyping projects: communication with client, design and execute studies of both external and internal Design and perform multicolor flow cytometry for preclinical projects and capable of experimental design, protocol development and data report writing, while trouble shooting and capable of critical data analysis Will lead and supervise a small local technical team to execute multiple tasks independently including trouble shorting and problem solving, training Will work/communicate closely with the other teams onsite together to conduct studies and achieve project goals Will follow the site management rule and process SOP writing, reviewing and implementing As part of the global immunologist team member under BDT, will participate in communicating with BDs, clients and marketing on immunophenotyping related affairs Will actively participate in communication with global BDT team and collaborate to achieve our global Follow the global BDT rule and processes Will be obligated to participate in required professional trainings Contribute to projects with scientific discipline through research Analyze data and interpret results for immunophenotyping and biomarker research Prepare accurate samples, technical reports, summaries, protocols and quantitative analyses in a timely manner Adherence to Quality System Perform general lab duties to support the activities of the lab Other duties as assigned EDUCATION, KNOWLEDGE, AND EXPERIENCE REQUIREMENTS PhD level scientist with strong immunology and oncology, or related fields, experience or master with 3+ years of experience in related field Management or experience supervising a small team Ability to troubleshoot effectively and solve scientific problems with little to no supervision Experience working within a Quality System with oversight by QA and other regulatory bodies Exceptional organizational and time-management skills Crown Bioscience is proud to be an Equal Opportunity and Affirmative Action Employer. We value diversity and are committed to providing employees a work environment free from harassment and discrimination. All employment decisions at Crown Bioscience are based solely on business need, qualifications, and merit.",24,Crown Bioscience 2.4,501 - 1000 ,2006,Private Company,Biotech and Pharmaceuticals,Biotech and Pharmaceuticals,50 to 100 million ,90-109 ,San Diego, CA, CA,90000,109000,99500,18,NA,0,0,0,0
374,Scientist - Machine Learning,"Scientist 1 - Machine Learning - Cell Science  The mission of the Allen Institute for Cell Science is to create multi-scale visual models of cell organization, dynamics, and activities. Our approach encompasses large scale data collection, observation, theory, and predictions to understand cellular behavior in normal and pathological contexts. As a division within the Allen Institute, the Allen Institute for Cell Science uses a team-oriented approach, focusing on accelerating foundational research, developing standards and models, and cultivating new ideas to make a transformational impact on science.  We seek a talented and enthusiastic Machine Learning Scientist to join the Allen Institute for Cell Sciences Modeling Team. The Modeling Team develops data-driven algorithms, computation pipelines and models that facilitate visual and quantitative analysis of dynamic cellular processes that address grand challenges in human cell biology.  Our work is collaborative, focuses on biological questions of the highest impact and maintains the highest standards for best practices and computation rigor. Every team member is committed to supporting these standards through team science while fulfilling the goals and objectives of the institute.  A central goal of this position is to develop, implement and apply machine learning techniques to identify and understand patterns in the high content, live cell microscopy images that are generated within the institute. Examples of current machine learning projects in the team include: prediction of subcellular structures from transmitted light microscopy (see here), and building an integrated model of subcellular structure using a conditional generative model (see here). While these example projects are based on deep neural networks, classical methods are equally valued and needed.  We work with a large heterogeneous biological dataset in diverse teams. The successful candidate will not only be able to bring rich technical skills to their work, but they will also work collaboratively in a collegial group dynamic. They will be curious, enthusiastic, adaptable, dedicated and take initiative. They will embody the vision and mission of the Allen Institute for Cell Science.  Essential Functions Conceive, develop, and implement machine learning models linking various biological data modalities including live cell microscopy images In collaboration with researchers across teams, apply (learn, parametrize, evaluate) these models as part of interdisciplinary research projects that aim to elucidate cellular organization and cell state transitions Ensure integration and sharing of tools, resources, and data across the institute Provide expertise on a range of scientific computing problem settings, including application of appropriate models and data requirements Work across teams to visualize and transform prototype models into professionally packaged and reusable applications Practice software development best practices and follow industry standards including source code management, issue tracking, staging and deployment, developing unit tests and participating in code review all is a collaboration with the team Scientific communication through presentations, documentation and research papers Desire to learn about scientific projects and develop creative solutions for problem-solving and standardization Utilize software engineering practices such as version management, build management and testing Work on interdisciplinary projects focused on applied and fundamental cell biology Required Qualifications PhD in biophysics, applied physics, applied mathematics, engineering, computational biology, or a related field 0 2 years relevant postdoctoral experience Research thesis involved implementation and application of machine learning models to biological data Strong communication skills and ability to work independently in a collaborative, multi-disciplinary environment Preferred Qualifications Comfortable designing and sharing their own scientific computing stack Knowledge of image-processing and/or image analysis applications Familiarity with current machine learning literature (probabilistic programming, diverse sparse learning tasks, causal inference, time-series, etc) Familiarity with modern machine learning tools (GPU-computing, optimization, probabilistic inference, etc) Familiarity with current high-throughput biological data acquisition literature and tools (high-content imaging, scRNAseq, FISH, etc) Work Environment Office environment, cubicle seating Physical Demands Sitting at a desk in front of a computer screen for long periods of time. Fine motor movements in fingers/hands to operate computers and other office equipment Position Type/Expected Hours of Work This is an onsite, M-F, regular business hours position Additional Comments **Applicants should include a brief cover letter (max 1 Page) summarizing their interest in the position and in working at the Allen Institute. The letter should also highlight relevant qualifications and experience. ** Applications submitted by July 1, 2020 will be given priority. Please note, this opportunity may be eligible for work visa sponsorship and relocation assistance It is the policy of the Allen Institute to provide equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, the Allen Institute will provide reasonable accommodations for qualified individuals with disabilities.",35,Allen Institute 3.5,201 - 500 ,2003,Nonprofit Organization,Research and Development,Business Services,100 to 500 million ,112-116 ,Seattle, WA, WA,112000,116000,114000,21,NA,0,0,0,0
43,Scientist - Molecular Biology,"ArsenalBio�s mission is to develop efficacious and safe cellular therapies for patients with chronic diseases, initially cancer. Our products are being designed to herald the transition of adoptive cell therapy from a hospital based treatment to outpatient therapy, like most other cancer treatments. Our people are our greatest asset, they bring scientific talents in molecular biology, immunology, pharmacology, protein chemistry, computational biology, automation, genome engineering, software and other fields to make the future happen now. What You Will Do: Lead the development, application and optimization of DNA constructs for genetic modification of cell lines and primary immune cells Design and develop DNA constructs and libraries encoding affinity reagents, receptors and synthetic circuits for high-throughput functional screens Work with interdisciplinary teams to establish and test novel adoptive cell therapy approaches Provide expert support for molecular biology applications and strategies to the broader scientific team Maintain familiarity with the relevant current literature and its application to synthetic biology and genome engineering Coordinate tasks across multiple projects, demonstrating prioritization and planning Interpret and effectively execute experiments in line with project timelines and goals Mentor research associates within the group in areas of technical expertise  What You Will Bring: PhD in molecular biology or a related field, with 3+ years of relevant research experience in industry or academia Experience developing/optimizing protocols for nucleic acid cloning, amplification, modification and analysis Experience optimizing/developing protocols for DNA assembly and library constructions for applications such as synthetic biology, functional genomics and/or protein engineering Working knowledge of vector design for gene expression, genetic reporter systems and genome engineering applications Working knowledge of next-generation sequencing technologies and workflows Working knowledge of automation and workflows Entrepreneurial behaviors demonstrated by agility, accountability, transparency, resourcefulness, and ability to get things done Ability to quickly learn new skills and knowledge on the job, demonstrate productivity, and deliver high-quality results Flexible mind with ability to think outside the box, creative approach to problem solving, and comfort in working with ambiguous data in an open-ended, exploratory process We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status  To all recruitment agencies: ArsenalBio does not accept agency resumes. Please do not forward resumes to our jobs alias, or Arsenalbio employees. ArsenalBio is not responsible for any fees related to unsolicited resumes.",50,Arsenal Biosciences 5.0,51 - 200 ,2019,Private Company,Biotech and Pharmaceuticals,Biotech and Pharmaceuticals,N/A,75-131 ,South San Francisco, CA, CA,75000,131000,103000,5,NA,0,0,0,0
519,"Scientist / Group Lead, Cancer Biology","Scientist / Group Lead, Cancer Biology Location: Cambridge, MA We are seeking an energetic and self-motivated PhD scientist to join a team of scientists working towards discovery of unique anti-cancer compounds for the treatment of targeted patient populations. The candidate will be a highly creative cancer biologist with a strong desire to succeed at the highest level. This individual will lead drug discovery projects in a team environment and direct the activities of research associates under their supervision. Principal Duties and Responsibilities Independently design, execute and interpret cell based experiments to optimize compound selection and explore therapeutic potential of drug targets. Lead drug discovery biology efforts to selection of lead candidate molecules and transition into clinical development Design and develop cell and molecular assays to define mechanism of action for compounds, identify pharmacodynamic assays for utility in pre-clinical and clinical setting and test patient selection strategies Utilize literature and internal genomics data sets to design and test hypothesis for drug targets Interpret, present and report research findings at internal meeting an external scientific conferences Manage and direct the activities of a group of research associates Design strategies for cloning fusion reporter gene vectors, identify CROs to perform cloning and manage execution of the work. Generated and maintain reporter cell lines Perform viability assays, western blotting, and/or flow cytometry/FACS to analyze effect of small molecules on reporter expression Validation of hits from high-throughput screens using medium-throughput plate based cellular assays, and high content cellular imaging assays. Strong understanding and hands-on experience with high content microscopy Capability to develop, run and troubleshoot new assays in a high-throughput environment Lead projects in the area of pooled cDNA or shRNA screens and NGS Job Qualifications: Ph.D equivalent in cell/molecular biology, Cancer Biology or genetics with 0-3 years industrial experience or MS with 10+ years of experience Previous history of drug discovery with in Cancer Biology application Experience with state of the art molecular biology methods and assays essential to drive projects such as transfection and transduction techniques and working with pooled cDNA or shRNA libraries Experience developing multi channel FACS based screening assays Proven track record for striving for high level of innovation and scientific excellence Excellent management, training and education skills Excellent interpersonal skills with a proven record of empowering world class science and energizing teams Flexibility to accommodate to rapidly changing priorities and deadlines Ability to work in a team-based environment Excellent oral and written communication skills Interested Candidates may forward CV and Cover Letter to Careers-US@MonterosaTx.com Monte Rosa Therapeutics rational approach in targeting disease-causing proteins for degradation will deliver pioneering therapies for cancer and other diseases. Delivering this new generation of treatments to the patients requires a conceptual change. Monte Rosa recognizes this urgent need and is missioned to develop innovative protein degraders as a solution. Combining deep knowledge, insight and leading-edge science, our integrated engine is built for that purpose.",0.0,Monte Rosa Therapeutics,1,2024,-1,Not Available,Not Available,N/A,212-331 ,-1, MA,null,212000,331000,271500,0,Senior,0,0,0,0
579,Scientist/Research Associate-Metabolic Engineering,"*Our company: *Conagen Inc. is a leader in cutting-edge bio-manufacturing. We engineer organisms to produce high-value molecules that are essential to our well-being. Our focus is on food, nutrition, pharmaceuticals, and renewable materials. We employ the latest synthetic biology tools to design metabolic pathways and produce safe and high-quality products. Science and innovation are the driving forces of our mission. We believe in a green future. Location: Bedford, MA Job Type: Full-time Compensation: Commensurate with skills and experience Job Description Overview: We are currently seeking a scientist/research associate to support projects related to the identification and functional characterization of metabolic enzymes for metabolic pathway engineering projects. The candidate is expected to have a strong background in molecular biology, biochemistry, microbiology, metabolic engineering, and other related disciplines. Strong technical, organizational, and communication skills, as well as the ability to develop creative solutions to challenging problems, are essential. Responsibility: Routinely perform molecular biology techniques such as primer design, PCR, DNA and RNA extraction, DNA mutagenesis, DNA cloning, plasmid mini-prep, DNA and protein sequence analysis, cell transformation, cell culture, and other more advanced molecular biology techniques in support of metabolic engineering research projects. Utilize sequence analysis software such as Geneious Primer and other basic bioinformatics tools. Perform experiments for enzymatic activity testing including express proteins in E. coli and yeast, recombinant proteins purification; analyze expressed proteins by SDS-PAGE and/or Western Blot and in vitro/in vivo enzymatic assays. Operate laboratory and experimental equipment such as spectrophotometers, centrifuges, HPLC, FPLC, LC/MS, and GC/MS. Strain engineering to optimize the production of desired compounds and protein. Optimize the cultivation condition and assays for strains screening Work collaboratively with other team members to accomplish project goals and milestones. Routinely track and document results in laboratory notebooks and databases. Analyze, summarize, and present experimental results to team leader and other team members. Qualification: A Master's degree or a Ph.D. degree in metabolic engineering, chemical engineering, molecular biology, microbiology, biochemistry, or other related fields. Strong background in metabolic engineering, molecular biology, genetics, protein engineering, and synthetic biology with experience in recombinant DNA technologies, protein analysis, enzymatic assays, and cell transformation. Experience in the engineering of metabolic pathways in microbial hosts is highly preferred. Familiarity with analytical techniques for metabolite detection such as spectrophotometers, HPLC, LC/MS, and GC/MS. Familiarity with diverse software packages for data processing and statistical analysis, primer design and sequence blasting and alignment. Must be highly motivated and able to work independently while also possessing exceptional communication and teamwork skills. Equal Employment Opportunity: We are proud to be an equal opportunity employer � and celebrate our employees� differences, regardless of race, color, religion, gender, sexual orientation, gender identity, national origin, age, disability, or veteran status. *How to apply: Cover letters and resumes will be accepted ONLY via email or Indeed.com. Please do not contact the Company by phone until notified. This position is not eligible for any type of visa sponsorship. Job Type: Full-time Work authorization: United States (Required) Additional Compensation: Bonuses Benefits: Health insurance Dental insurance Vision insurance Retirement plan Paid time off Flexible schedule Relocation assistance",20,Conagen 2.0,51 - 200 ,2024,Private Company,Biotech and Pharmaceuticals,Biotech and Pharmaceuticals,N/A,138-158 ,Bedford, MA, MA,138000,158000,148000,0,NA,0,0,0,0
39,Senior Analyst/Data Scientist,"At Edmunds were driven to make car buying easier. Ever since we began publishing printed car guides in the 60s, the company has been in the business of trust, innovating ways to empower and support car shoppers. When Edmunds launched the car industrys first Internet site in 1994, we established a leadership position online and have never looked back. Now, as one of the most trusted review sites on the Internet, millions of visitors use our research, shopping and buying tools every month to make an easy and informed decision on their next car. For consumers, we bring peace of mind. For dealers, we make tools to help them solve their problems and sell more cars. How do we do it, you ask? The key ingredients are our enthusiastic employees, progressive company culture and cutting-edge technology. Want to join the team? Read on to find out how!  What Youre Applying For:  Edmunds is seeking a skilled, creative and enthusiastic Senior Analyst/Data Scientist experienced in generating actionable insights from large sets of data, measuring business performance, and identifying areas of growth and optimization using advanced analytical (modeling) and experimental approaches.  The Senior Analyst/Data Scientist will serve a hybrid role in supporting our Tier 3 Sales team by creating dealer performance forecasts; monitoring revenue, dealer penetration and churn, analyzing effectiveness of sales efforts, and identifying areas of optimization and growth by extracting insights through modeling, testing and experimentation. In addition, the Senior Analyst/Data Scientist will also lead data science projects focused on creating and fine-tuning models to reduce churn of our T3 business as well as maintaining and optimizing existing traffic forecast models for the business.  The Senior Analyst/Data Scientist will also be expected to design, conduct, and lead complex analyses with minimal guidance to address questions from our executive team and show keen ability to interpret and communicate findings via a presentation in a clear, concise and meaningful manner. In addition, this person will be expected to take ownership of projects to continually improve reporting quality through automation and be able to anticipate and prevent problems and roadblocks before they occur.  This is a great opportunity for an individual with significant business acumen that is interested in playing with the wealth of structured and unstructured data that is available within the car buying ecosystem. Curiosity and business intellect a must.  What Youll Do: Partner with senior business stakeholders to help optimize on our core business KPIs. Design, conduct and lead complex analyses that mine, extract, track, report and analyze performance metrics Apply analytical rigor and statistical methods to analyze large amounts of data, using advanced statistical techniques such as predictive statistical models, customer profiling, segmentation analysis, survey design and analysis and data mining. Provide updates on the performance of our core KPIs as well as insights and recommendations to both our senior stakeholders and executive team in a presentation. Create and produce forecasts, reports, ad hoc requests, dashboards, etc. utilizing our data warehouse and other data source systems and summarize your findings Develop, evaluate, refine, and automate analytic models using data to address business needs, and identify areas of optimization. Collaborate with different departments and define requirements to improve our reporting suite What You Need: A passion for analytics Strong analytical and data mining skills Strong data extraction and manipulation skills - SQL experience required Data modeling / statistical analysis / predictive modeling experience is required. (R or Python) Experience creating reports and dashboards through BI tools such as Tableau is required Excellent presentation and communication skills Proven ability to accurately report and interpret trends and translate these trends into actionable insights. Proven ability to synthesize complex data/analysis into clear and concise insights and recommendations. Ability to multitask and to balance competing priorities. Masters degree in a quantitative field, such as mathematics, statistics, physics, computer science, business analytics, etc. with at least three years of related work experience, or a BS in related field with at least five years of relevant work experience Working @ Edmunds.com:  Employees think its a pretty great place to work and some pretty impressive publications think it is too: we have been recognized as one of the best places to work by the Fortune Magazine and Great Places to Work, LA Business Journal, Computerworld, and Built in LA. We've also been identified as one of the best workplaces specifically in Technology and also for Diversity and Asian Americans. In fact, our CEO, Avi Steinlauf, was rated as one of Glassdoor's Highest Rated CEOs! If youre interested in learning more and joining our mission, wed love to hear from you!  Edmunds will consider for employment qualified candidates with criminal histories in a manner consistent with the requirements of all applicable laws.  *LI-DNP",34,Edmunds.com 3.4,501 - 1000 ,1966,Private Company,Internet,Information Technology,100 to 500 million ,75-131 ,Santa Monica, CA, CA,75000,131000,103000,58,Senior,1,0,0,0
207,Senior Business Intelligence Analyst,"Position Overview:  The Senior Business Intelligence Analyst is responsible for turning data into knowledge, enabling business decisions.  Specific Duties Include: Partnering with the user community to create new business intelligence, reporting and data analysis solutions. Maintaining existing software systems related to business intelligence, reporting and data analysis. Identify improvements to existing business intelligence, reporting and data analysis. Capture, develop, and document data definitions, business rules, and data quality requirements. Build and maintain ETL (Extract, Transform, Load) and integration processes. Validate data delivered to user community. Ensure compliance with Protolabs data and software policies and procedures. Monitor software systems to ensure reliability and accuracy of information loaded into the databases. Maintain all documentation related to database objects, source systems, and operations. Conduct complex, important work under minimal supervision and with wide latitude for independent judgment. Minimum Qualifications: 6+ years of experience working in software engineering Experience with Microsoft SQL Server Experience with Domo Experience with PowerBI Experience with Microsoft SQL Server Reporting Service (SSRS) Ability to work on multiple project concurrently Ability to manage time effectively Strong written and verbal communication skills Ability to work effectively in a fast paced, collaborative environment Education Requirements: Bachelor�s Degree in Computer Science, Software Engineering, or related field Preferred Qualifications: Previous leadership experience preferred Knowledge of document databases including Raven Previous experience with Microsoft Dynamics AX Previous experience with Salesforce Software development in a continuous integration and continuous deployment environment Proto Labs maintains ITAR-compliant operations in all of our United States based facilities. Due to ITAR regulations, this role is only open to U.S. Citizens, lawful permanent residents (green card holders) or foreign nationals granted refugee or asylee status. Individuals with temporary visas (e.g. E, F-1, H-1, H-2, L, B, J, TN or OPT) are not eligible for hire in this role.  Proto Labs, Inc. is an Affirmative Action / Equal Opportunity Employer",37,Protolabs 3.7,1001 - 5000 ,1999,Public Company,Miscellaneous Manufacturing,Manufacturing,100 to 500 million ,79-106 ,Maple Plain, MN, MN,79000,106000,92500,25,Senior,0,0,0,0
